t,phase,profLeft,profRight,trimLeft,trimRight,cmdLeft,cmdRight,velLeft,velRight,x,y,heading
0,idle,0,0,0,0,0,0,0,0,0,0,0
0.001,idle,0,0,0,0,0,0,0,0,0,0,0
0.002,idle,0,0,0,0,0,0,0,0,0,0,0
0.003,idle,0,0,0,0,0,0,0,0,0,0,0
0.004,idle,0,0,0,0,0,0,0,0,0,0,0
0.005,idle,0,0,0,0,0,0,0,0,0,0,0
0.006,idle,0,0,0,0,0,0,0,0,0,0,0
0.007,idle,0,0,0,0,0,0,0,0,0,0,0
0.008,idle,0,0,0,0,0,0,0,0,0,0,0
0.009,idle,0,0,0,0,0,0,0,0,0,0,0
0.01,idle,0,0,0,0,0,0,0,0,0,0,0
0.011,idle,0,0,0,0,0,0,0,0,0,0,0
0.012,idle,0,0,0,0,0,0,0,0,0,0,0
0.013,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.014,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.015,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.016,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.017,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.018,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.019,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.02,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.021,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.022,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.023,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.024,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.025,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.026,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.027,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.028,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.029,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.03,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.031,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.032,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.033,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.034,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.035,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.036,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.037,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.038,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.039,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.04,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.041,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.042,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.043,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.044,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.045,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.046,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.047,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.048,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.049,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.05,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.051,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.052,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.053,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.054,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.055,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.056,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.057,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.058,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.059,accel,3.3135,3.3135,3.6475,3.6475,6.961,6.961,0,0,0,0,0
0.06,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.061,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.062,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.063,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.064,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.065,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.066,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.067,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.068,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.069,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.07,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.071,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.072,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.073,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.074,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.075,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.076,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.077,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.078,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.079,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.08,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.081,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.082,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.083,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.084,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.085,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.086,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.087,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.088,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.089,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.09,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.091,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.092,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.093,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.094,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.095,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.096,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.097,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.098,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.099,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.1,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.101,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.102,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.103,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.104,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.105,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.106,accel,9.9405,9.9405,14.498,14.498,24.439,24.439,0,0,0,0,0
0.107,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.108,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.109,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.11,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.111,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.112,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.113,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.114,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.115,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.116,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.117,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.118,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.119,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.12,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.121,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.122,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.123,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.124,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.125,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.126,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.127,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.128,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.129,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.13,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.131,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.132,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.133,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.134,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.135,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.136,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.137,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.138,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.139,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.14,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.141,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.142,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.143,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.144,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.145,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.146,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.147,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.148,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.149,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.15,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.151,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.152,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.153,accel,19.881,19.881,22.634,22.634,42.515,42.515,0,0,0,0,0
0.154,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.155,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.156,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.157,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.158,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.159,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.16,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.161,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.162,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.163,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.164,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.165,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.166,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.167,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.168,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.169,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.17,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.171,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.172,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.173,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.174,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.175,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.176,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.177,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.178,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.179,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.18,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.181,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.182,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.183,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.184,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.185,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.186,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.187,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.188,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.189,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.19,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.191,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.192,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.193,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.194,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.195,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.196,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.197,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.198,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.199,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.2,accel,33.135,33.135,34.544,34.544,67.679,67.679,0,0,0,0,0
0.201,accel,47.235,47.235,38.439,38.439,85.674,85.674,0,0,0,0,0
0.202,accel,47.235,47.235,38.439,38.439,85.674,85.674,0.39024,0,0.00019512,-2.9743e-10,-3.0487e-06
0.203,accel,47.235,47.235,38.439,38.439,85.674,85.674,0.77877,0,0.00058451,-2.6691e-09,-9.1329e-06
0.204,accel,47.235,47.235,38.439,38.439,85.674,85.674,1.1656,0,0.0011673,-1.0646e-08,-1.8239e-05
0.205,accel,47.235,47.235,38.439,38.439,85.674,85.674,1.5508,0,0.0019427,-2.9485e-08,-3.0355e-05
0.206,accel,47.235,47.235,38.439,38.439,85.674,85.674,1.9343,0.35476,0.0030872,-7.1289e-08,-4.2695e-05
0.207,accel,47.235,47.235,38.439,38.439,85.674,85.674,2.3161,0.70798,0.0045993,-1.4534e-07,-5.5258e-05
0.208,accel,47.235,47.235,38.439,38.439,85.674,85.674,2.6963,1.0597,0.0064772,-2.6112e-07,-6.8045e-05
0.209,accel,47.235,47.235,38.439,38.439,85.674,85.674,3.0748,1.4098,0.0087195,-4.2828e-07,-8.1052e-05
0.21,accel,47.235,47.235,38.439,38.439,85.674,85.674,3.4517,1.7584,0.011325,-6.5666e-07,-9.428e-05
0.211,accel,47.235,47.235,38.439,38.439,85.674,85.674,3.8269,2.1056,0.014291,-9.5626e-07,-0.00010773
0.212,accel,47.235,47.235,38.439,38.439,85.674,85.674,4.2005,2.4512,0.017617,-1.3373e-06,-0.00012139
0.213,accel,47.235,47.235,38.439,38.439,85.674,85.674,4.5725,2.7953,0.0213,-1.81e-06,-0.00013528
0.214,accel,47.235,47.235,38.439,38.439,85.674,85.674,4.9428,3.1379,0.025341,-2.3851e-06,-0.00014938
0.215,accel,47.235,47.235,38.439,38.439,85.674,85.674,5.3116,3.479,0.029736,-3.0731e-06,-0.0001637
0.216,accel,47.235,47.235,38.439,38.439,85.674,85.674,5.6787,3.8186,0.034485,-3.885e-06,-0.00017823
0.217,accel,47.235,47.235,38.439,38.439,85.674,85.674,6.0442,4.1568,0.039585,-4.8316e-06,-0.00019297
0.218,accel,47.235,47.235,38.439,38.439,85.674,85.674,6.4082,4.4935,0.045036,-5.9243e-06,-0.00020793
0.219,accel,47.235,47.235,38.439,38.439,85.674,85.674,6.7706,4.8287,0.050836,-7.1742e-06,-0.0002231
0.22,accel,47.235,47.235,38.439,38.439,85.674,85.674,7.1314,5.1625,0.056983,-8.5929e-06,-0.00023849
0.221,accel,47.235,47.235,38.439,38.439,85.674,85.674,7.4906,5.4948,0.063475,-1.0192e-05,-0.00025408
0.222,accel,47.235,47.235,38.439,38.439,85.674,85.674,7.8483,5.8256,0.070312,-1.1983e-05,-0.00026988
0.223,accel,47.235,47.235,38.439,38.439,85.674,85.674,8.2044,6.1551,0.077492,-1.3978e-05,-0.00028589
0.224,accel,47.235,47.235,38.439,38.439,85.674,85.674,8.5589,6.4831,0.085013,-1.6189e-05,-0.00030211
0.225,accel,47.235,47.235,38.439,38.439,85.674,85.674,8.912,6.8096,0.092874,-1.8629e-05,-0.00031853
0.226,accel,47.235,47.235,38.439,38.439,85.674,85.674,9.2635,7.1348,0.10107,-2.1309e-05,-0.00033516
0.227,accel,47.235,47.235,38.439,38.439,85.674,85.674,9.6134,7.4585,0.10961,-2.4241e-05,-0.000352
0.228,accel,47.235,47.235,38.439,38.439,85.674,85.674,9.9619,7.7809,0.11848,-2.744e-05,-0.00036904
0.229,accel,47.235,47.235,38.439,38.439,85.674,85.674,10.309,8.1018,0.12769,-3.0916e-05,-0.00038628
0.23,accel,47.235,47.235,38.439,38.439,85.674,85.674,10.654,8.4213,0.13722,-3.4684e-05,-0.00040372
0.231,accel,47.235,47.235,38.439,38.439,85.674,85.674,10.998,8.7395,0.14709,-3.8755e-05,-0.00042137
0.232,accel,47.235,47.235,38.439,38.439,85.674,85.674,11.341,9.0562,0.15729,-4.3143e-05,-0.00043922
0.233,accel,47.235,47.235,38.439,38.439,85.674,85.674,11.681,9.3716,0.16782,-4.7862e-05,-0.00045726
0.234,accel,47.235,47.235,38.439,38.439,85.674,85.674,12.021,9.6856,0.17867,-5.2923e-05,-0.00047551
0.235,accel,47.235,47.235,38.439,38.439,85.674,85.674,12.359,9.9983,0.18985,-5.8342e-05,-0.00049395
0.236,accel,47.235,47.235,38.439,38.439,85.674,85.674,12.695,10.31,0.20135,-6.4131e-05,-0.00051259
0.237,accel,47.235,47.235,38.439,38.439,85.674,85.674,13.03,10.62,0.21318,-7.0304e-05,-0.00053142
0.238,accel,47.235,47.235,38.439,38.439,85.674,85.674,13.364,10.928,0.22532,-7.6874e-05,-0.00055045
0.239,accel,47.235,47.235,38.439,38.439,85.674,85.674,13.696,11.235,0.23779,-8.3855e-05,-0.00056968
0.24,accel,47.235,47.235,38.439,38.439,85.674,85.674,14.027,11.541,0.25057,-9.1262e-05,-0.0005891
0.241,accel,47.235,47.235,38.439,38.439,85.674,85.674,14.356,11.846,0.26367,-9.9109e-05,-0.00060871
0.242,accel,47.235,47.235,38.439,38.439,85.674,85.674,14.684,12.149,0.27709,-0.00010741,-0.00062851
0.243,accel,47.235,47.235,38.439,38.439,85.674,85.674,15.01,12.451,0.29082,-0.00011618,-0.0006485
0.244,accel,47.235,47.235,38.439,38.439,85.674,85.674,15.335,12.752,0.30486,-0.00012542,-0.00066869
0.245,accel,47.235,47.235,38.439,38.439,85.674,85.674,15.659,13.051,0.31922,-0.00013517,-0.00068906
0.246,accel,47.235,47.235,38.439,38.439,85.674,85.674,15.981,13.349,0.33388,-0.00014543,-0.00070963
0.247,accel,47.235,47.235,38.439,38.439,85.674,85.674,16.302,13.646,0.34886,-0.00015621,-0.00073038
0.248,accel,61.335,61.335,42.571,42.572,103.91,103.91,16.621,13.941,0.36414,-0.00016753,-0.00075131
0.249,accel,61.335,61.335,42.571,42.572,103.91,103.91,17.022,14.235,0.37977,-0.00017944,-0.00077308
0.25,accel,61.335,61.335,42.571,42.572,103.91,103.91,17.421,14.528,0.39574,-0.00019197,-0.00079569
0.251,accel,61.335,61.335,42.571,42.572,103.91,103.91,17.819,14.82,0.41206,-0.00020515,-0.00081912
0.252,accel,61.335,61.335,42.571,42.572,103.91,103.91,18.215,15.11,0.42872,-0.000219,-0.00084337
0.253,accel,61.335,61.335,42.571,42.572,103.91,103.91,18.609,15.475,0.44577,-0.00023358,-0.00086786
0.254,accel,61.335,61.335,42.571,42.572,103.91,103.91,19.001,15.838,0.46318,-0.00024891,-0.00089257
0.255,accel,61.335,61.335,42.571,42.572,103.91,103.91,19.392,16.199,0.48098,-0.00026502,-0.00091752
0.256,accel,61.335,61.335,42.571,42.572,103.91,103.91,19.781,16.559,0.49915,-0.00028192,-0.00094269
0.257,accel,61.335,61.335,42.571,42.572,103.91,103.91,20.168,16.917,0.51769,-0.00029963,-0.00096809
0.258,accel,61.335,61.335,42.571,42.572,103.91,103.91,20.554,17.274,0.53661,-0.00031818,-0.00099371
0.259,accel,61.335,61.335,42.571,42.572,103.91,103.91,20.938,17.629,0.55589,-0.00033759,-0.0010196
0.26,accel,61.335,61.335,42.571,42.572,103.91,103.91,21.32,17.983,0.57554,-0.00035789,-0.0010456
0.261,accel,61.335,61.335,42.571,42.572,103.91,103.91,21.7,18.335,0.59556,-0.00037908,-0.0010719
0.262,accel,61.335,61.335,42.571,42.572,103.91,103.91,22.079,18.685,0.61594,-0.0004012,-0.0010984
0.263,accel,61.335,61.335,42.571,42.572,103.91,103.91,22.457,19.034,0.63669,-0.00042426,-0.0011252
0.264,accel,61.335,61.335,42.571,42.572,103.91,103.91,22.832,19.382,0.65779,-0.0004483,-0.0011521
0.265,accel,61.335,61.335,42.571,42.572,103.91,103.91,23.206,19.728,0.67926,-0.00047332,-0.0011793
0.266,accel,61.335,61.335,42.571,42.572,103.91,103.91,23.579,20.072,0.70108,-0.00049936,-0.0012067
0.267,accel,61.335,61.335,42.571,42.572,103.91,103.91,23.949,20.415,0.72327,-0.00052643,-0.0012343
0.268,accel,61.335,61.335,42.571,42.572,103.91,103.91,24.318,20.757,0.7458,-0.00055457,-0.0012621
0.269,accel,61.335,61.335,42.571,42.572,103.91,103.91,24.686,21.097,0.7687,-0.00058378,-0.0012902
0.27,accel,61.335,61.335,42.571,42.572,103.91,103.91,25.052,21.435,0.79194,-0.0006141,-0.0013184
0.271,accel,61.335,61.335,42.571,42.572,103.91,103.91,25.416,21.772,0.81553,-0.00064554,-0.0013469
0.272,accel,61.335,61.335,42.571,42.572,103.91,103.91,25.779,22.108,0.83948,-0.00067813,-0.0013756
0.273,accel,61.335,61.335,42.571,42.572,103.91,103.91,26.14,22.442,0.86377,-0.0007119,-0.0014045
0.274,accel,61.335,61.335,42.571,42.572,103.91,103.91,26.5,22.775,0.88841,-0.00074686,-0.0014336
0.275,accel,61.335,61.335,42.571,42.572,103.91,103.91,26.858,23.106,0.91339,-0.00078304,-0.0014629
0.276,accel,61.335,61.335,42.571,42.572,103.91,103.91,27.214,23.436,0.93871,-0.00082046,-0.0014924
0.277,accel,61.335,61.335,42.571,42.572,103.91,103.91,27.569,23.764,0.96438,-0.00085915,-0.0015222
0.278,accel,61.335,61.335,42.571,42.572,103.91,103.91,27.923,24.091,0.99039,-0.00089912,-0.0015521
0.279,accel,61.335,61.335,42.571,42.572,103.91,103.91,28.275,24.416,1.0167,-0.00094041,-0.0015822
0.28,accel,61.335,61.335,42.571,42.572,103.91,103.91,28.625,24.741,1.0434,-0.00098304,-0.0016126
0.281,accel,61.335,61.335,42.571,42.572,103.91,103.91,28.974,25.063,1.0704,-0.001027,-0.0016431
0.282,accel,61.335,61.335,42.571,42.572,103.91,103.91,29.321,25.385,1.0978,-0.0010724,-0.0016739
0.283,accel,61.335,61.335,42.571,42.572,103.91,103.91,29.667,25.704,1.1255,-0.0011192,-0.0017048
0.284,accel,61.335,61.335,42.571,42.572,103.91,103.91,30.011,26.023,1.1535,-0.0011674,-0.001736
0.285,accel,61.335,61.335,42.571,42.572,103.91,103.91,30.354,26.34,1.1818,-0.001217,-0.0017674
0.286,accel,61.335,61.335,42.571,42.572,103.91,103.91,30.695,26.656,1.2105,-0.0012681,-0.0017989
0.287,accel,61.335,61.335,42.571,42.572,103.91,103.91,31.035,26.97,1.2395,-0.0013208,-0.0018307
0.288,accel,61.335,61.335,42.571,42.572,103.91,103.91,31.374,27.283,1.2688,-0.0013749,-0.0018626
0.289,accel,61.335,61.335,42.571,42.572,103.91,103.91,31.71,27.595,1.2985,-0.0014306,-0.0018948
0.29,accel,61.335,61.335,42.571,42.572,103.91,103.91,32.046,27.905,1.3285,-0.0014879,-0.0019271
0.291,accel,61.335,61.335,42.571,42.572,103.91,103.91,32.38,28.214,1.3588,-0.0015468,-0.0019597
0.292,accel,61.335,61.335,42.571,42.572,103.91,103.91,32.712,28.522,1.3894,-0.0016073,-0.0019924
0.293,accel,61.335,61.335,42.571,42.572,103.91,103.91,33.043,28.828,1.4203,-0.0016695,-0.0020254
0.294,accel,61.335,61.335,42.571,42.572,103.91,103.91,33.373,29.133,1.4516,-0.0017333,-0.0020585
